klub,sezona,ime,pozicija,narodnost,rojstvo,visina
MIL,2011,"COOK, OMAR",Guard,United States of America,1982,1.86
MIL,2011,"NICHOLAS, DREW",Guard,United States of America,1981,1.93
MIL,2011,"ROCCA, MASON",Forward,Italy,1977,2.04
MIL,2011,"FILLOY, ARIEL",Guard,Italy,1987,1.9
MIL,2011,"BOUROUSIS, IOANNIS",Center,Greece,1983,2.15
MIL,2011,"MELLI, NICOLO",Forward,Italy,1991,2.05
MIL,2011,"VIGGIANO, JEFF",Forward,Italy,1984,1.96
MIL,2011,"BREMER, JR",Guard,United States of America,1980,1.87
MIL,2011,"GENTILE, ALESSANDRO",Guard,Italy,1992,2.01
MIL,2011,"RADOSEVIC, LEON",Center,Germany,1990,2.08
MIL,2012,"GIACHETTI, JACOPO",Guard,Italy,1983,1.9
MIL,2012,"STIPCEVIC, ROK",Guard,Croatia,1986,1.86
MIL,2012,"HAIRSTON, MALIK",Forward,United States of America,1987,1.98
MIL,2012,"FOTSIS, ANTONIS",Forward,Greece,1981,2.09
MIL,2012,"COOK, OMAR",Guard,United States of America,1982,1.86
MIL,2012,"CHIOTTI, DAVID",Forward,United States of America,1984,2.05
MIL,2012,"BOUROUSIS, IOANNIS",Center,Greece,1983,2.15
MIL,2012,"MELLI, NICOLO",Forward,Italy,1991,2.05
MIL,2012,"LANGFORD, KEITH",Guard,United States of America,1983,1.93
MIL,2012,"GENTILE, ALESSANDRO",Guard,Italy,1992,2.01
MIL,2012,"HENDRIX, RICHARD",Forward,United States of America,1986,2.06
MIL,2012,"BASILE, GIANLUCA",Guard,Italy,1975,1.92
MIL,2013,"HAYNES, MARQUEZ",Guard,United States of America,1986,1.88
MIL,2013,"GENTILE, ALESSANDRO",Guard,Italy,1992,2.01
MIL,2013,"CERELLA, BRUNO",Guard,Italy,1986,1.94
MIL,2013,"MELLI, NICOLO",Forward,Italy,1991,2.05
MIL,2013,"HACKETT, DANIEL",Forward,Italy,1987,1.93
MIL,2013,"CHIOTTI, DAVID",Forward,United States of America,1984,2.05
MIL,2013,"KANGUR, KRISTJAN",Forward,Estonia,1982,2.01
MIL,2013,"LANGFORD, KEITH",Guard,United States of America,1983,1.93
MIL,2013,"SAMUELS, SAMARDO",Forward,Jamaica,1989,2.06
MIL,2013,"WALLACE, C.J.",Forward,United States of America,1982,2.06
MIL,2013,"LAWAL, GANI",Forward,United States of America,1988,2.05
MIL,2013,"MOSS, DAVID",Forward,United States of America,1983,1.98
MIL,2013,"JERRELLS, CURTIS",Guard,United States of America,1987,1.85
MIL,2014,"RAGLAND, JOE",Guard,United States of America,1989,1.81
MIL,2014,"BROOKS, MARSHON ",Guard,United States of America,1989,1.96
MIL,2014,"GENTILE, ALESSANDRO",Guard,Italy,1992,2.01
MIL,2014,"GIGLI, ANGELO",Forward,Italy,1983,2.09
MIL,2014,"CERELLA, BRUNO",Guard,Italy,1986,1.94
MIL,2014,"MELLI, NICOLO",Forward,Italy,1991,2.05
MIL,2014,"KLEIZA, LINAS",Forward,Lithuania,1985,2.03
MIL,2014,"ELEGAR, FRANK",Forward,United States of America,1986,2.03
MIL,2014,"JAMES, SHAWN",Center,United States of America,1983,2.08
MIL,2014,"HACKETT, DANIEL",Guard,Italy,1987,1.93
MIL,2014,"SAMUELS, SAMARDO",Center,Jamaica,1989,2.06
MIL,2014,"MOSS, DAVID",Forward,United States of America,1983,1.98
MIL,2015,"MCLEAN, JAMEL",Forward,United States of America,1988,2.02
MIL,2015,"LAFAYETTE, OLIVER",Guard,United States of America,1984,1.88
MIL,2015,"GENTILE, ALESSANDRO",Guard,Italy,1992,2.01
MIL,2015,"AMATO, ANDREA",Guard,Italy,1994,1.9
MIL,2015,"CERELLA, BRUNO",Guard,Italy,1986,1.94
MIL,2015,"MACVAN, MILAN",Center,Serbia,1989,2.05
MIL,2015,"MAGRO, DANIELE",Center,Italy,1987,2.08
MIL,2015,"PECCHIA, ANDREA",Guard,Italy,1997,1.94
MIL,2015,"CINCIARINI, ANDREA",Guard,Italy,1986,1.93
MIL,2015,"SANDERS, RAKIM",Forward,United States of America,1989,1.96
MIL,2015,"JENKINS, CHARLES",Guard,United States of America,1989,1.91
MIL,2015,"HUMMEL, ROBBIE",Forward,United States of America,1989,2.03
MIL,2015,"BARAC, STANKO",Center,Croatia,1986,2.17
MIL,2015,"SIMON, KRUNOSLAV",Guard,Croatia,1985,1.97
MIL,2016,"MCLEAN, JAMEL",Forward,United States of America,1988,2.02
MIL,2016,"FONTECCHIO, SIMONE",Forward,Italy,1995,2.03
MIL,2016,"HICKMAN, RICKY",Guard,United States of America,1985,1.89
MIL,2016,"KALNIETIS, MANTAS",Guard,Lithuania,1986,1.95
MIL,2016,"RADULJICA, MIROSLAV",Center,Serbia,1988,2.13
MIL,2016,"DRAGIC, ZORAN",Guard,Slovenia,1989,1.96
MIL,2016,"MACVAN, MILAN",Center,Serbia,1989,2.05
MIL,2016,"PASCOLO, DAVIDE",Forward,Italy,1990,2.03
MIL,2016,"LAGANA, MATTEO",Guard,Italy,2000,1.91
MIL,2016,"GIARDINI, SAMUELE",Guard,Italy,2000,1.83
MIL,2016,"CINCIARINI, ANDREA",Guard,Italy,1986,1.93
MIL,2016,"SANDERS, RAKIM",Forward,United States of America,1989,1.96
MIL,2016,"ABASS, AWUDU",Guard,Italy,1993,1.98
MIL,2016,"CERELLA, BRUNO",Guard,Italy,1986,1.94
MIL,2016,"SIMON, KRUNOSLAV",Forward,Croatia,1985,1.97
MIL,2017,"GOUDELOCK, ANDREW",Guard,United States of America,1988,1.91
MIL,2017,"MICOV, VLADIMIR",Forward,Serbia,1985,2.01
MIL,2017,"PASCOLO, DAVIDE",Forward,Italy,1990,2.03
MIL,2017,"KALNIETIS, MANTAS",Guard,Lithuania,1986,1.95
MIL,2017,"TARCZEWSKI, KALEB",Center,United States of America,1993,2.13
MIL,2017,"KUZMINSKAS, MINDAUGAS",Forward,Lithuania,1989,2.05
MIL,2017,"CINCIARINI, ANDREA",Guard,Italy,1986,1.93
MIL,2017,"CUSIN, MARCO",Center,Italy,1985,2.11
MIL,2017,"ABASS, AWUDU",Guard,Italy,1993,1.98
MIL,2017,"M&#39;BAYE, AMATH",Forward,France,1989,2.06
MIL,2017,"THEODORE, JORDAN",Guard,United States of America,1989,1.83
MIL,2017,"JEFFERSON, CORY",Center,United States of America,1990,2.06
MIL,2017,"BERTANS, DAIRIS",Guard,Latvia,1989,1.92
MIL,2017,"JERRELLS, CURTIS",Guard,United States of America,1987,1.85
MIL,2017,"GUDAITIS, ARTURAS",Center,Lithuania,1993,2.08
MUN,2013,"TROUTMAN, CHEVON",Forward,United States of America,1981,2.02
MUN,2013,"HAMANN, STEFFEN",Guard,Germany,1981,1.93
MUN,2013,"SCHAFFARTZIK, HEIKO",Guard,Germany,1984,1.81
MUN,2013,"THOMPSON, DEON",Forward,United States of America,1988,2.03
MUN,2013,"STAIGER, LUCCA",Guard,Germany,1988,1.96
MUN,2013,"BENZING, ROBIN",Forward,Germany,1989,2.08
MUN,2013,"DEDOVIC, NIHAD",Guard,Germany,1990,1.99
MUN,2013,"ZIPSER, PAUL",Forward,Germany,1994,2.03
MUN,2013,"DELANEY, MALCOLM ",Guard,United States of America,1989,1.91
MUN,2013,"GREENE, DEMOND",Guard,Germany,1979,
MUN,2013,"IDBIHI, YASSIN",Center,Germany,1983,2.08
MUN,2013,"SAVOVIC, BORIS",Forward,Serbia,1987,2.06
MUN,2013,"TAYLOR, BRYCE",Guard,United States of America,1986,1.95
MUN,2013,"BRYANT, JOHN",Center,United States of America,1987,2.11
MUN,2014,"MCCALEBB, BO",Guard,United States of America,1985,1.82
MUN,2014,"SCHAFFARTZIK, HEIKO",Guard,Germany,1984,1.81
MUN,2014,"MICIC, VASILIJE",Guard,Serbia,1994,1.96
MUN,2014,"STAIGER, LUCCA",Guard,Germany,1988,1.96
MUN,2014,"BENZING, ROBIN",Forward,Germany,1989,2.08
MUN,2014,"DEDOVIC, NIHAD",Guard,Germany,1990,1.99
MUN,2014,"STIMAC, VLADIMIR",Center,Serbia,1987,2.1
MUN,2014,"ZIPSER, PAUL",Forward,Germany,1994,2.03
MUN,2014,"MARIN, MAURICIO",Guard,Germany,1994,1.93
MUN,2014,"SAVANOVIC, DUSKO",Forward,Serbia,1983,2.04
MUN,2014,"GAVEL, ANTON",Guard,Germany,1984,1.89
MUN,2014,"IDBIHI, YASSIN",Center,Germany,1983,2.08
MUN,2014,"MAYR, DANIEL",Center,Germany,1995,2.16
MUN,2014,"TAYLOR, BRYCE",Guard,United States of America,1986,1.95
MUN,2014,"JAGLA, JAN",Forward,Germany,1981,2.13
MUN,2014,"BRYANT, JOHN",Center,United States of America,1987,2.11
MUN,2015,"SCHMITT, SEBASTIAN",Guard,Germany,1996,1.84
MUN,2015,"THOMPSON, DEON",Forward,United States of America,1988,2.03
MUN,2015,"SEIFERTH, ANDREAS",Center,Germany,1989,2.09
MUN,2015,"RENFROE, ALEX",Guard,United States of America,1986,1.91
MUN,2015,"DEDOVIC, NIHAD",Guard,Germany,1990,1.99
MUN,2015,"ZIPSER, PAUL",Forward,Germany,1994,2.03
MUN,2015,"SAVANOVIC, DUSKO",Forward,Serbia,1983,2.04
MUN,2015,"KOVACEVIC, DEJAN",Forward,Germany,1996,2.07
MUN,2015,"GAVEL, ANTON",Guard,Germany,1984,1.89
MUN,2015,"JALLOW, KARIM",Guard,Germany,1997,1.98
MUN,2015,"MAYR, DANIEL",Center,Germany,1995,2.16
MUN,2015,"KLEBER, MAXIMILIAN",Forward,Germany,1992,2.07
MUN,2015,"TAYLOR, BRYCE",Guard,United States of America,1986,1.95
MUN,2015,"BRYANT, JOHN",Center,United States of America,1987,2.11
NAN,2008,"PARKER, TJ",Guard,France,1984,
NAN,2008,"COX, JOHN",Guard,United States of America,1981,1.94
NAN,2008,"MORANDAIS, MICHEL",Forward,France,1979,1.95
NAN,2008,"WILSON, LAMAYNE",Forward,United States of America,1980,2.03
NAN,2008,"JULIAN, CYRIL",Center,France,1974,2.06
NAN,2008,"GREER, JEFF",Forward,Dominican Republic,1979,1.95
NAN,2008,"TCHICAMBOUD, STEED",Guard,France,1981,1.93
NAN,2008,"ABOUBAKAR ZAKI, AMADOU",Center,Niger,1988,2.14
NAN,2008,"AKINGBALA, AKIN",Forward,Nigeria,1983,2.09
NAN,2008,"SAMNICK, VICTOR",Forward,France,1979,2.03
NAN,2008,"GREER, RICARDO",Forward,Dominican Republic,1977,1.96
NAN,2008,"NJOYA, SAIDOU",Guard,Cameroon,1989,1.86
NAN,2008,"JACQUES, YOHANN",Forward,France,1990,2.03
NAN,2011,"POURCHOT, VINCENT",Center,France,1992,2.17
NAN,2011,"AKINGBALA, AKIN",Center,Nigeria,1983,2.09
NAN,2011,"GRANT, KENNETH",Guard,Sweden,1982,1.88
NAN,2011,"BADIANE, MOUSSA",Center,France,1981,2.08
NAN,2011,"SHULER, JAMAL",Guard,United States of America,1986,1.91
NAN,2011,"SYLLA, ABDEL KADER",Forward,Seychelles,1990,2.05
NAN,2011,"THALIEN, KEVIN",Guard,France,1992,1.9
NAN,2011,"LINEHAN, JOHN",Guard,United States of America,1978,1.75
NAN,2011,"SAMNICK, VICTOR",Forward,France,1979,2.03
NAN,2011,"PINDA, KINGSLEY",Guard,France,1992,1.95
NAN,2011,"KURTIC, DZENAN",Center,France,1992,2.06
NAN,2011,"AMAGOU, PAPE-PHILIPPE",Guard,France,1985,1.84
NAN,2011,"MOERMAN, ADRIEN",Forward,France,1988,2.02
NAN,2011,"GREGORY, KENNY",Forward,United States of America,1978,1.97
NAN,2011,"BATUM, NICOLAS",Forward,France,1988,2.03
NAP,2006,"SESAY, ANSU",Forward,United States of America,1976,2.03
NAP,2006,"MORENA, DOMENICO",Center,Italy,1970,2.08
NAP,2006,"SPINELLI, VALERIO",Guard,Italy,1979,1.85
NAP,2006,"CITTADINI, ALESSANDRO",Center,Italy,1979,2.07
NAP,2006,"PIGNALOSA, GABRIELE",Guard,Italy,1988,1.9
NAP,2006,"ROCCA, MASON",Center,Italy,1977,2.04
NAP,2006,"FLAMINI, SIMONE",Forward,Italy,1982,2.04
NAP,2006,"MALAVENTURA, MATTEO",Guard,Italy,1978,1.96
NAP,2006,"TREPAGNIER, JEFF",Guard,United States of America,1979,1.95
NAP,2006,"LARRANAGA, JAY",Guard,United States of America,1975,1.94
NAP,2006,"ELLIS, TYRONE",Guard,United States of America,1977,1.92
NAP,2006,"MORANDAIS, MICHEL",Forward,France,1979,1.95
NIK,2013,"AHEARN, BLAKE",Guard,United States of America,1984,1.88
NIK,2013,"LAVRINOVIC, DARJUS",Center,Lithuania,1979,2.12
NIK,2013,"DROZDOV, ARTUR",Guard,Ukraine,1980,1.99
NIK,2013,"SALENGA, DAINIUS",Forward,Lithuania,1977,1.97
NIK,2013,"GORBENKO, SERGIY",Forward,Ukraine,1985,2.02
NIK,2013,"NERUSH, OLEKSANDR",Guard,Ukraine,1983,1.87
NIK,2013,"STRELNIEKS, JANIS",Guard,Latvia,1989,1.91
NIK,2013,"ANISIMOV, MICHAILIS",Center,Lithuania,1984,2.16
NIK,2013,"LEBEDINTSEV, ANDRIY",Guard,Ukraine,1991,1.84
NIK,2013,"TISHCHENKO, OLEKSANDR",Forward,Ukraine,1989,2.07
NIK,2013,"COOK, DAEQUAN",Guard,United States of America,1987,1.93
NIK,2013,"ANIKIIENKO, KOSTIANTYN",Center,Ukraine,1992,2.18
NIK,2013,"DOWNS, MICAH",Forward,United States of America,1986,1.95
NIK,2013,"MINARD, RICKY",Guard,United States of America,1982,1.96
NIK,2013,"SUMMERS, DAJUAN",Forward,United States of America,1988,2.03
NIO,2008,"XANTHOPOULOS, VASSILIS",Guard,Greece,1984,1.86
NIO,2008,"CVETKOVIC, BRANKO",Forward,Serbia,1984,2.0
NIO,2008,"ZOROSKI, IVAN",Guard,Serbia,1979,1.95
NIO,2008,"GEORGALLIS, IOANNIS",Forward,Greece,1983,2.0
NIO,2008,"DRELIOZIS, PRODOMOS",Forward,Greece,1975,2.01
NIO,2008,"PARAGYIOS, MICHAEL",Forward,Greece,1982,2.06
NIO,2008,"KALAMPOKIS, GIANNIS",Guard,Greece,1978,1.96
NIO,2008,"MILES, AARON",Guard,United States of America,1983,1.85
NIO,2008,"RAICEVIC, MIROSLAV",Forward,Greece,1981,2.07
NIO,2008,"KENDALL, LEVON",Center,Ireland,1984,2.08
NIO,2008,"GIANNOULIS, YANNIS",Center,Greece,1976,2.04
NIO,2008,"KANONIDIS, ANDREAS",Forward,Greece,1991,1.98
NIO,2008,"NIKOLIC, GORAN",Forward,Serbia,1976,2.05
NIO,2008,"BAXTER, LONNY",Center,United States of America,1979,2.03
NIO,2008,"DIKOUDIS, DIMOS",Forward,Greece,1977,2.06
NOV,2014,"BABURIN, EVGENY",Guard,Russian Federation,1987,1.9
NOV,2014,"VIKTOROV, IVAN",Forward,Russian Federation,1995,1.97
NOV,2014,"MEKEL, GAL",Guard,Israel,1988,1.92
NOV,2014,"PARAKHOUSKI, ARTSIOM",Center,Belarus,1987,2.11
NOV,2014,"IVLEV, VLADIMIR",Forward,Russian Federation,1990,2.07
NOV,2014,"ANTONOV, SEMEN",Forward,Russian Federation,1989,2.02
NOV,2014,"KHVOSTOV, DMITRY",Guard,Russian Federation,1989,1.9
NOV,2014,"POPOV, ILYA",Center,Russian Federation,1995,2.1
NOV,2014,"KINSEY, TARENCE",Forward,United States of America,1984,1.98
NOV,2014,"ROCHESTIE, TAYLOR",Guard,United States of America,1985,1.86
NOV,2014,"SAVELYEV, IVAN",Guard,Russian Federation,1987,1.9
NOV,2014,"KUKSIKS, RIHARDS",Forward,Latvia,1988,1.98
NOV,2014,"KRIVOSHEEV, MAKSIM",Forward,Russian Federation,1988,2.02
NOV,2014,"THOMPKINS, TREY",Forward,United States of America,1990,2.08
NOV,2014,"GOLOVIN, DMITRY",Guard,Russian Federation,1988,1.92
NTR,2013,"NZEULIE, JEREMY",Guard,France,1991,1.88
NTR,2013,"JUDITH, MARC",Forward,France,1987,1.93
NTR,2013,"JAITEH, MAM",Center,France,1994,2.08
NTR,2013,"COROSINE, XAVIER",Guard,France,1985,1.83
NTR,2013,"LIGHTY, DAVID",Guard,United States of America,1988,1.95
NTR,2013,"LISCH, KEVIN",Guard,United States of America,1986,1.88
NTR,2013,"MEACHAM, TRENTON",Guard,United States of America,1985,1.9
NTR,2013,"GLADYR, SERGII",Forward,Ukraine,1988,1.97
NTR,2013,"CARDOSO, MIGUEL",Guard,Portugal,1993,1.88
NTR,2013,"FOSTER, JEKEL",Guard,United States of America,1983,1.91
NTR,2013,"THOMAS, DESHAUN",Forward,United States of America,1991,2.01
NTR,2013,"TRAORE, ALI",Center,France,1985,2.08
NTR,2013,"DANIELS, WILL",Forward,United States of America,1986,2.03
NTR,2013,"PASSAVE, JOHAN",Forward,France,1985,2.0
OLD,2009,"SCEKIC, MARKO",Center,Serbia,1981,2.07
OLD,2009,"BULJEVIC, MARCO",Guard,Germany,1987,1.96
OLD,2009,"STRAUCH, DANIEL",Forward,Germany,1981,2.06
OLD,2009,"FOSTER, JEKEL",Guard,United States of America,1983,1.91
OLD,2009,"NJEI, ACHA",Guard,Germany,1985,1.9
OLD,2009,"MAJSTOROVIC, MILAN",Forward,Serbia,1983,2.07
OLD,2009,"PERKOVIC, JASMIN",Forward,Croatia,1980,2.04
OLD,2009,"HAIN, DANIEL",Guard,Germany,1985,1.95
OLD,2009,"GARDNER, JASON",Guard,United States of America,1980,1.78
OLD,2009,"PAULDING, RICKEY",Guard,United States of America,1982,1.96
OLD,2009,"CARTER, JOSH",Forward,United States of America,1986,2.0
OLD,2009,"BOUMTJE BOUMTJE, RUBEN",Center,Cameroon,1978,2.12
OLY,2000,"BOUNTOURIS, NIKOLAOS",Guard,Greece,1971,1.93
OLY,2000,"VUKCEVIC, DUSAN",Forward,Greece,1975,1.98
OLY,2000,"PAPANIKOLAOU, DIMITRIOS",Guard,Greece,1977,2.0
OLY,2000,"EKONOMOU, NIKOLAOS",Forward,Greece,1973,2.08
OLY,2000,"RISACHER, STEPHANE",Forward,France,1972,2.01
OLY,2000,"SOULIS, VASSILIOS",Forward,Greece,1976,2.04
OLY,2000,"TOMIC, MILAN",Guard,Serbia,1973,
OLY,2000,"DE MIGUEL, IGNACIO ",Forward,Spain,1973,2.05
OLY,2000,"FEMERLING, PATRICK",Center,Germany,1975,2.13
OLY,2000,"RADJA, DINO",Center,Croatia,1967,2.11
OLY,2000,"RIVERS, DAVID",Guard,United States of America,1965,1.88
OLY,2001,"BOUNTOURIS, NIKOLAOS",Guard,Greece,1971,1.93
OLY,2001,"JELIC, DUSAN",Center,Greece,1975,2.1
OLY,2001,"PAPALOUKAS, THEODOROS",Guard,Greece,1977,2.0
OLY,2001,"PAPANIKOLAOU, DIMITRIOS",Guard,Greece,1977,2.0
OLY,2001,"SAVRASENKO, ALEKSEY",Center,Russian Federation,1979,2.15
OLY,2001,"RISACHER, STEPHANE",Forward,France,1972,2.01
OLY,2001,"FORD, ALPHONSO",Guard,United States of America,1971,1.92
OLY,2001,"TOMIC, MILAN",Guard,Serbia,1973,
OLY,2001,"NIKAGBATSE, MISAN",Guard,Germany,1982,1.93
OLY,2001,"FEMERLING, PATRICK",Center,Germany,1975,2.13
OLY,2001,"FORREST, JAMES",Forward,United States of America,1972,2.06
OLY,2001,"DE MIGUEL, IGNACIO ",Forward,Spain,1973,2.05
OLY,2002,"BOUNTOURIS, NIKOLAOS",Guard,Greece,1971,1.93
OLY,2002,"HARISSIS, CHRISTOS",Guard,Greece,1976,1.88
OLY,2002,"MRSIC, VELJKO",Forward,Croatia,1971,2.03
OLY,2002,"EVANS, MAURICE",Guard,United States of America,1978,1.96
OLY,2002,"MARKOVIC, NENAD",Guard,Bosnia and Herzegovina,1968,1.96
OLY,2002,"SAVRASENKO, ALEKSEY",Center,Russian Federation,1979,2.15
OLY,2002,"GIANNOUZAKOS, GEORGIOS",Guard,Greece,1975,1.98
OLY,2002,"TOMIC, MILAN",Guard,Serbia,1973,
OLY,2002,"NIKAGBATSE, MISAN",Guard,Germany,1982,1.93
OLY,2002,"MORALES, JUANAN",Center,Spain,1969,2.11
OLY,2002,"JOHNSON, DEMARCO",Forward,United States of America,1975,2.04
OLY,2002,"DE MIGUEL, IGNACIO ",Forward,Spain,1973,2.05
OLY,2003,"JURAK, GORAN",Forward,Slovenia,1977,2.03
OLY,2003,"HARISSIS, CHRISTOS",Guard,Greece,1976,1.88
OLY,2003,"GORENC, BORIS",Guard,Slovenia,1973,1.95
OLY,2003,"MILISAVLJEVIC, BRANKO",Guard,Serbia,1976,1.94
OLY,2003,"KALAMPOKIS, GIANNIS",Guard,Greece,1978,1.96
OLY,2003,"GIANNOUZAKOS, GEORGIOS",Forward,Greece,1975,1.98
OLY,2003,"LIADELIS, PANAGIOTIS",Guard,Greece,1974,1.94
OLY,2003,"TOMIC, MILAN",Guard,Serbia,1973,
OLY,2003,"SKLAVOS, EVANGELOS",Forward,Greece,1977,2.02
OLY,2003,"BAGARIC, DALIBOR",Center,Germany,1980,2.15
OLY,2003,"WOLKOWYSKY, RUBEN",Center,Poland,1973,2.07
OLY,2003,"DIAMANTOPOULOS, GEORGIOS",Guard,Greece,1980,1.92
OLY,2003,"PRINTEZIS, GEORGIOS",Forward,Greece,1985,2.05
OLY,2004,"PERRY, MARQUE",Guard,United States of America,1981,1.85
OLY,2004,"OVCINA, ELVIR",Center,Bosnia and Herzegovina,1976,2.09
OLY,2004,"VUKCEVIC, DUSAN",Guard,Greece,1975,1.98
OLY,2004,"GORENC, BORIS",Guard,Slovenia,1973,1.95
OLY,2004,"ZOROSKI, IVAN",Guard,Serbia,1979,1.95
OLY,2004,"POSTELL, LAVOR",Forward,United States of America,1978,1.97
OLY,2004,"KORONIOS, EVANGELOS",Guard,Greece,1969,1.86
OLY,2004,"PAPANIKOLOPOULOS, NIKOLAOS",Forward,Greece,1979,1.96
OLY,2004,"KALAMPOKIS, GIANNIS",Guard,Greece,1978,1.96
OLY,2004,"TOMIC, MILAN",Guard,Serbia,1973,
OLY,2004,"MISIAKOS, DIMITRIOS",Forward,Greece,1982,2.02
OLY,2004,"SKLAVOS, EVANGELOS",Forward,Greece,1977,2.02
OLY,2004,"JURKOVIC, IVICA",Forward,Slovenia,1973,2.05
OLY,2004,"AGADAKOS, LAZAROS",Center,Greece,1980,2.07
OLY,2004,"NORDGAARD, JEFF",Forward,Poland,1973,2.0
OLY,2004,"GULYAS, ROBERT",Center,Hungary,1974,2.13
OLY,2004,"MASON, ROGER",Guard,United States of America,1980,1.96
OLY,2005,"EDNEY, TYUS",Guard,United States of America,1973,1.78
OLY,2005,"PAPAMAKARIOS, MANOLIS",Guard,Greece,1980,1.9
OLY,2005,"SEIBUTIS, RENALDAS",Guard,Lithuania,1985,1.96
OLY,2005,"CHATZIS, NIKOLAOS",Guard,Greece,1976,1.95
OLY,2005,"KOLJEVIC, IVAN",Guard,Serbia,1984,1.86
OLY,2005,"ZUKAUSKAS, EURELIJUS",Center,Lithuania,1973,2.16
OLY,2005,"BARLOS, NIKOS",Forward,Greece,1979,2.02
OLY,2005,"VASILOPOULOS, PANAGIOTIS",Forward,Greece,1984,2.02
OLY,2005,"AGADAKOS, LAZAROS",Center,Greece,1980,2.07
OLY,2005,"PRINTEZIS, GEORGIOS",Forward,Greece,1985,2.05
OLY,2005,"ZIZIC, ANDRIJA",Forward,Croatia,1980,2.06
OLY,2005,"SCHORTSANITIS, SOFOKLIS",Center,Greece,1985,2.06
OLY,2005,"LEWIS, QUINCY",Forward,United States of America,1977,2.01
OLY,2005,"KALAITZIDIS, DIMITRIOS",Forward,Greece,1985,1.98
OLY,2005,"HARISSIS, CHRISTOS",Guard,Greece,1976,1.88
OLY,2005,"ARGYROPOULOS, NIKOS",Guard,Greece,1978,1.88
OLY,2006,"PENN, SCOONIE",Guard,United States of America,1977,1.8
OLY,2006,"PAPAMAKARIOS, MANOLIS",Guard,Greece,1980,1.9
OLY,2006,"ACKER, ALEX",Guard,United States of America,1983,1.95
OLY,2006,"MACIJAUSKAS, ARVYDAS",Guard,Lithuania,1980,1.93
OLY,2006,"ZIZIC, ANDRIJA",Forward,Croatia,1980,2.06
OLY,2006,"BOUROUSIS, IOANNIS",Center,Greece,1983,2.15
OLY,2006,"HARISSIS, CHRISTOS",Guard,Greece,1976,1.88
OLY,2006,"BARLOS, NIKOS",Forward,Greece,1979,2.02
OLY,2006,"VASILOPOULOS, PANAGIOTIS",Forward,Greece,1984,2.02
OLY,2006,"STACK, RYAN",Forward,The former Yugoslav Republic of Macedonia,1975,2.12
OLY,2006,"HOSKIN, SAM",Center,United States of America,1979,2.05
OLY,2006,"STEFANOV, VRBICA",Guard,The former Yugoslav Republic of Macedonia,1973,1.87
OLY,2006,"SCHORTSANITIS, SOFOKLIS",Center,Greece,1985,2.06
OLY,2006,"DOMERCANT, HENRY",Guard,United States of America,1980,1.93
OLY,2007,"BLAKNEY, RODERICK",Guard,United States of America,1976,1.86
OLY,2007,"PAPAMAKARIOS, MANOLIS",Guard,Greece,1980,1.9
OLY,2007,"WOODS, QYNTEL",Forward,United States of America,1981,2.03
OLY,2007,"MACIJAUSKAS, ARVYDAS",Forward,Lithuania,1980,1.93
OLY,2007,"SEIBUTIS, RENALDAS",Guard,Lithuania,1985,1.96
OLY,2007,"BOUROUSIS, IOANNIS",Center,Greece,1983,2.15
OLY,2007,"TSAKALIDIS, JAKE",Center,Greece,1979,2.18
OLY,2007,"GREER, LYNN",Guard,United States of America,1979,1.86
OLY,2007,"MAVROKEFALIDIS, LOUKAS",Center,Greece,1984,2.1
OLY,2007,"VASILOPOULOS, PANAGIOTIS",Forward,Greece,1984,2.02
OLY,2007,"VASILEIADIS, KOSTAS",Forward,Greece,1984,2.0
OLY,2007,"PRINTEZIS, GEORGIOS",Forward,Greece,1985,2.05
OLY,2007,"KAFKIS, PANAGIOTIS",Guard,Greece,1980,1.95
OLY,2007,"TEODOSIC, MILOS",Guard,Serbia,1987,1.95
OLY,2007,"SCHORTSANITIS, SOFOKLIS",Center,Greece,1985,2.06
OLY,2008,"PAPALOUKAS, THEODOROS",Guard,Greece,1977,2.0
OLY,2008,"PELEKANOS, MICHALIS",Guard,Greece,1981,1.98
OLY,2008,"CHILDRESS, JOSH",Forward,United States of America,1983,2.03
OLY,2008,"VUJCIC, NIKOLA",Center,Croatia,1978,2.11
OLY,2008,"MILOSEVIC, IGOR",Guard,Serbia,1986,1.92
OLY,2008,"BOUROUSIS, IOANNIS",Center,Greece,1983,2.15
OLY,2008,"HALPERIN, YOTAM",Guard,Israel,1984,1.96
OLY,2008,"GREER, LYNN",Guard,United States of America,1979,1.86
OLY,2008,"VASILOPOULOS, PANAGIOTIS",Forward,Greece,1984,2.02
OLY,2008,"VOUGIOUKAS, IAN",Center,Greece,1985,2.1
OLY,2008,"PRINTEZIS, GEORGIOS",Forward,Greece,1985,2.05
OLY,2008,"ERCEG, ZORAN",Center,Serbia,1985,2.11
OLY,2008,"TEODOSIC, MILOS",Guard,Serbia,1987,1.95
OLY,2008,"SCHORTSANITIS, SOFOKLIS",Center,Greece,1985,2.06
OLY,2008,"PARGO, JANNERO",Guard,United States of America,1979,1.88
OLY,2009,"PAPALOUKAS, THEODOROS",Guard,Greece,1977,2.0
OLY,2009,"PENN, SCOONIE",Guard,United States of America,1977,1.8
OLY,2009,"CHILDRESS, JOSH",Forward,United States of America,1983,2.03
OLY,2009,"VUJCIC, NIKOLA",Center,Croatia,1978,2.11
OLY,2009,"VASILOPOULOS, PANAGIOTIS",Forward,Greece,1984,2.02
